Date,open,high,low,adj_close,ema_short,ema_long,diff_ema,trend,volume
2020-01-01,7194.89208984375,7254.33056640625,7174.9443359375,7200.17431640625,7200.17431640625,7200.17431640625,0.0,0.0,18565664997
2020-01-02,7202.55126953125,7212.1552734375,6935.27001953125,6985.47021484375,7039.146240234374,7065.984252929687,-26.8380126953125,0.0,20802083465
2020-01-03,6984.4287109375,7413.71533203125,6914.99609375,7344.88427734375,7250.81103515625,7208.280183753189,42.530851403061206,0.0,28111481032
2020-01-04,7345.37548828125,7427.3857421875,7309.51416015625,7410.65673828125,7358.706884765625,7301.28411506204,57.42276970358489,0.0,18444271275
2020-01-05,7410.45166015625,7544.4970703125,7400.53564453125,7411.3173828125,7393.925482631716,7349.008467833752,44.91701479796393,0.0,19725074095
2020-01-06,7410.4521484375,7781.8671875,7409.29296875,7769.21923828125,7644.464995331817,7525.318706508354,119.14628882346278,1.0,23276261598
2020-01-07,7768.68212890625,8178.2158203125,7768.2275390625,8163.6923828125,7990.774936295602,7788.022193359529,202.75274293607254,1.0,28767291327
2020-01-08,8161.935546875,8396.73828125,7956.7744140625,8079.86279296875,8050.17589438834,7906.752648931883,143.42324545645624,1.0,31672559265
2020-01-09,8082.2958984375,8082.2958984375,7842.40380859375,7879.0712890625,7936.1003618669665,7895.567383277183,40.53297858978385,0.0,24045990466
2020-01-10,7878.3076171875,8166.55419921875,7726.77490234375,8166.55419921875,8089.738855316199,8004.621518306029,85.11733701016965,1.0,28714583844
2020-01-11,8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,8054.9378204233735,8017.835891402681,37.101929020692296,0.0,25521165085
2020-01-12,8033.26171875,8200.0634765625,8009.05908203125,8192.494140625,8146.642206449106,8087.851600049435,58.79060639967156,0.0,22903438381
2020-01-13,8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,8145.010291751124,8110.41816790844,34.59212384268358,0.0,22482910688
2020-01-14,8140.93310546875,8879.51171875,8140.93310546875,8827.7646484375,8600.179958040044,8397.581793494845,202.59816454519932,1.0,44841784107
2020-01-15,8825.34375,8890.1171875,8657.1875,8807.0107421875,8738.067157081277,8561.430412132135,176.63674494914267,1.0,40102834650
2020-01-16,8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,8728.546474014254,8626.391026507563,102.15544750669142,1.0,31313981931
2020-01-17,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,8862.20754966476,8747.470344963433,114.73720470132685,1.0,36372139320
2020-01-18,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,8915.941579193617,8825.613580701694,90.3279984919227,1.0,32337772627
2020-01-19,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,8776.143937735924,8777.863285585274,-1.7193478493500152,0.0,34217320471
2020-01-20,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,8697.143031305983,8729.773244353064,-32.63021304708127,0.0,26422375678
2020-01-21,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,8729.64403127177,8736.22190057569,-6.577869303921034,0.0,24097418512
2020-01-22,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,8697.131994797886,8714.083239577587,-16.951244779700573,0.0,22600204051
