Date,open,high,low,adj_close,ema_short,ema_long,diff_ema,trend,volume
2020-01-01,7194.89208984375,7254.33056640625,7174.9443359375,7200.17431640625,7200.17431640625,7200.17431640625,0.0,0.0,18565664997
2020-01-02,7202.55126953125,7212.1552734375,6935.27001953125,6985.47021484375,7039.146240234374,7071.35185546875,-32.20561523437573,0.0,20802083465
2020-01-03,6984.4287109375,7413.71533203125,6914.99609375,7344.88427734375,7250.81103515625,7200.91984477796,49.89119037829005,0.0,28111481032
2020-01-04,7345.37548828125,7427.3857421875,7309.51416015625,7410.65673828125,7358.706884765625,7288.041323617787,70.66556114783725,0.0,18444271275
2020-01-05,7410.45166015625,7544.4970703125,7400.53564453125,7411.3173828125,7393.925482631716,7335.365308427132,58.560174204583745,0.0,19725074095
2020-01-06,7410.4521484375,7781.8671875,7409.29296875,7769.21923828125,7644.464995331817,7493.9014061031485,150.5635892286682,1.0,23276261598
2020-01-07,7768.68212890625,8178.2158203125,7768.2275390625,8163.6923828125,7990.774936295602,7731.044495962846,259.7304403327562,1.0,28767291327
2020-01-08,8161.935546875,8396.73828125,7956.7744140625,8079.86279296875,8050.17589438834,7852.0382494207215,198.13764496761814,1.0,31672559265
2020-01-09,8082.2958984375,8082.2958984375,7842.40380859375,7879.0712890625,7936.1003618669665,7861.289919812966,74.8104420540003,0.0,24045990466
2020-01-10,7878.3076171875,8166.55419921875,7726.77490234375,8166.55419921875,8089.738855316199,7964.840403424238,124.89845189196149,1.0,28714583844
2020-01-11,8162.19091796875,8218.359375,8029.64208984375,8037.53759765625,8054.9378204233735,7989.356229455261,65.58159096811232,0.0,25521165085
2020-01-12,8033.26171875,8200.0634765625,8009.05908203125,8192.494140625,8146.642206449106,8057.594804866019,89.04740158308687,1.0,22903438381
2020-01-13,8189.77197265625,8197.7880859375,8079.70068359375,8144.1943359375,8145.010291751124,8086.61040407703,58.399887674094316,0.0,22482910688
2020-01-14,8140.93310546875,8879.51171875,8140.93310546875,8827.7646484375,8600.179958040044,8334.510999226706,265.66895881333767,1.0,44841784107
2020-01-15,8825.34375,8890.1171875,8657.1875,8807.0107421875,8738.067157081277,8492.371412784401,245.695744296876,1.0,40102834650
2020-01-16,8812.4814453125,8846.4609375,8612.095703125,8723.7861328125,8728.546474014254,8569.627270111609,158.91920390264568,1.0,31313981931
2020-01-17,8725.2099609375,8958.1220703125,8677.31640625,8929.0380859375,8862.20754966476,8689.552594701638,172.65495496312178,1.0,36372139320
2020-01-18,8927.2119140625,9012.1982421875,8827.33203125,8942.80859375,8915.941579193617,8774.028420730478,141.91315846313955,1.0,32337772627
2020-01-19,8941.4453125,9164.3623046875,8620.080078125,8706.2451171875,8776.143937735924,8751.423789425435,24.720148310489094,0.0,34217320471
2020-01-20,8704.6318359375,8745.5908203125,8560.4736328125,8657.642578125,8697.143031305983,8720.153981931324,-23.010950625341138,0.0,26422375678
2020-01-21,8658.9912109375,8755.7060546875,8544.5205078125,8745.89453125,8729.64403127177,8728.735885587139,0.9081456846306537,0.0,24097418512
2020-01-22,8744.2109375,8792.994140625,8636.7470703125,8680.8759765625,8697.131994797886,8712.780450020367,-15.648455222481061,0.0,22600204051
2020-01-23,8680.650390625,8687.7470703125,8333.6376953125,8406.515625,8503.387748263904,8610.68307764885,-107.29532938494594,-1.0,25770680779
2020-01-24,8405.5673828125,8514.6669921875,8266.8408203125,8445.4345703125,8464.752296296165,8555.596969579408,-90.84467328324354,-1.0,24397913026
2020-01-25,8440.119140625,8458.453125,8296.21875,8367.84765625,8400.149202931978,8493.011386614002,-92.8621836820239,-1.0,19647331549
2020-01-26,8364.41015625,8602.4013671875,8325.498046875,8596.830078125,8531.269786394045,8527.618530795373,3.6512555986719235,0.0,22177678796
2020-01-27,8597.30859375,8977.7265625,8597.30859375,8909.8193359375,8783.636152756382,8655.021041580769,128.6151111756135,1.0,28647338393
2020-01-28,8912.5244140625,9358.58984375,8908.447265625,9358.58984375,9166.93861341881,8889.546727553105,277.39188586570526,1.0,34398744403
2020-01-29,9357.470703125,9406.431640625,9269.4677734375,9316.6298828125,9266.732793014604,9031.908892954572,234.82390006003152,1.0,30682598115
2020-01-30,9316.0166015625,9553.1259765625,9230.8974609375,9508.9931640625,9428.239707046534,9190.937812674812,237.30189437172157,1.0,32378792851
2020-01-31,9508.3134765625,9521.7060546875,9230.7763671875,9350.529296875,9376.432766932177,9244.135159027686,132.2976079044911,1.0,29432489719
2020-02-01,9346.357421875,9439.3232421875,9313.2392578125,9392.875,9387.39425564406,9293.715220936117,93.67903470794226,0.0,25922656496
2020-02-02,9389.8203125,9468.7978515625,9217.82421875,9344.365234375,9358.708241464687,9310.598584837477,48.109656627209915,0.0,30835736946
2020-02-03,9344.68359375,9540.3720703125,9248.6337890625,9293.521484375,9315.250403404896,9304.906212152699,10.344191252197561,0.0,30934096509
2020-02-04,9292.841796875,9331.265625,9112.8115234375,9180.962890625,9225.725394884967,9263.591743270279,-37.86634838531245,0.0,29893183716
2020-02-05,9183.416015625,9701.2998046875,9163.7041015625,9613.423828125,9484.19101704499,9380.202491611033,103.98852543395697,1.0,35222060874
2020-02-06,9617.8212890625,9824.619140625,9539.818359375,9729.8017578125,9647.931510889997,9496.735615913949,151.1958949760483,1.0,37628823716
2020-02-07,9726.0029296875,9834.716796875,9726.0029296875,9795.943359375,9746.606076546666,9596.471550695722,150.13452585094456,1.0,34522718159
2020-02-08,9793.0703125,9876.7490234375,9678.91015625,9865.119140625,9825.614785932223,9686.020759486755,139.59402644546753,1.0,35172043762
2020-02-09,9863.89453125,10129.435546875,9850.392578125,10116.673828125,10019.654147394074,9829.5717953486,190.08235204547418,1.0,35807884663
2020-02-10,10115.5595703125,10165.765625,9784.5634765625,9856.611328125,9910.958934548025,9838.584973484154,72.37396106387132,0.0,39386548075
2020-02-11,9855.8916015625,10210.052734375,9729.3349609375,10208.236328125,10109.143863599342,9961.802096650426,147.3417669489154,1.0,37648059389
2020-02-12,10202.3876953125,10393.611328125,10202.3876953125,10326.0546875,10253.751079533113,10083.219630187166,170.53144934594638,1.0,43444303830
2020-02-13,10323.9609375,10457.626953125,10116.1611328125,10214.3798828125,10227.503615052703,10126.939715176639,100.56389987606417,0.0,49356071373
2020-02-14,10211.55078125,10321.99609375,10125.5341796875,10312.1162109375,10283.912012309234,10188.665214498711,95.24679781052328,0.0,43338264162
2020-02-15,10313.8564453125,10341.5556640625,9874.427734375,9889.4248046875,10020.920540561412,10088.918410436352,-67.99786987494008,0.0,43865054831
2020-02-16,9889.1796875,10053.96875,9722.38671875,9934.43359375,9963.26257602047,10037.423471268334,-74.16089524786366,0.0,43374780305
2020-02-17,9936.560546875,9938.8154296875,9507.6376953125,9690.142578125,9781.18257742349,9921.6631731454,-140.4805957219105,-1.0,45998298413
2020-02-18,9691.23046875,10161.935546875,9632.3828125,10141.99609375,10021.724921641164,9995.107480186378,26.617441454785876,0.0,47271023953
2020-02-19,10143.798828125,10191.67578125,9611.2236328125,9633.38671875,9762.832786380388,9874.53389285182,-111.70110647143156,-1.0,46992019710
2020-02-20,9629.3251953125,9643.216796875,9507.900390625,9608.4755859375,9659.92798608513,9785.84779045432,-125.91980436919039,-1.0,44925260237
2020-02-21,9611.7822265625,9723.0146484375,9589.7431640625,9686.44140625,9677.603599528376,9752.712329029784,-75.10872950140765,0.0,40930547513
2020-02-22,9687.70703125,9698.2314453125,9600.728515625,9663.181640625,9667.988960259458,9722.868766214322,-54.87980595486442,0.0,35838025154
2020-02-23,9663.318359375,9937.404296875,9657.791015625,9924.515625,9839.006736753152,9790.08438583037,48.922350922781334,0.0,41185185761
2020-02-24,9921.5830078125,9951.74609375,9537.04296875,9650.1748046875,9713.118782042717,9743.447858773116,-30.32907673039881,0.0,45080496648
2020-02-25,9651.3125,9652.7373046875,9305.021484375,9341.705078125,9465.509646097571,9609.53359853864,-144.0239524410681,-1.0,42515259129
2020-02-26,9338.2900390625,9354.7783203125,8704.4267578125,8820.5224609375,9035.51818932419,9346.529885980784,-311.0116966565947,-1.0,50420050762
2020-02-27,8825.09375,8932.892578125,8577.19921875,8784.494140625,8868.16882352473,9159.184637517392,-291.0158139926625,-1.0,45470195695
2020-02-28,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,8737.692993258242,8996.941451046641,-259.2484577883988,-1.0,44605450443
