Date,open,high,low,adj_close,ema_short,ema_long,diff_ema,trend,volume
2020-01-01,13.730961799621582,13.873946189880371,13.65494155883789,13.689083099365234,13.689083099365234,13.689083099365234,0.0,0.0,172980718
2020-01-02,13.698125839233398,13.715547561645508,12.989974021911621,13.027010917663574,13.19252896308899,13.291839790344238,-0.09931082725524831,0.0,156376427
2020-01-03,13.03532886505127,13.76370906829834,13.012638092041016,13.660451889038086,13.51647560413067,13.466445521304479,0.0500300828261917,0.0,173683857
2020-01-04,13.667442321777344,13.921914100646973,13.56000804901123,13.891511917114258,13.769625115394591,13.643011562640849,0.1266135527537422,0.0,182230374
2020-01-05,13.88833999633789,14.41080093383789,13.886547088623047,14.111019134521484,13.998161607537389,13.82267323715427,0.17548837038311937,1.0,202552703
2020-01-06,14.11124038696289,15.003564834594727,14.11124038696289,14.957807540893555,14.638804359750432,14.237466674460508,0.4013376852899242,1.0,224800409
2020-01-07,14.966209411621094,15.135274887084961,14.568403244018555,15.009249687194824,14.885880886472265,14.510720592033755,0.3751602944385102,1.0,191948560
2020-01-08,15.022263526916504,15.242218971252441,14.33795166015625,14.602933883666992,14.697220796492044,14.542706392002334,0.15451440448971,1.0,183632222
2020-01-09,14.589201927185059,14.611088752746582,14.305362701416016,14.498313903808594,14.564609464016065,14.527513699130855,0.03709576488521016,0.0,169699829
2020-01-10,14.478408813476562,15.027688980102539,14.182085037231445,15.025826454162598,14.872092664702091,14.696549286503362,0.17554337819872856,1.0,200173072
2020-01-11,15.020984649658203,15.250237464904785,14.779474258422852,14.946328163146973,14.92158327637463,14.7807827366483,0.1408005397263299,0.0,201663503
2020-01-12,14.94620132446289,15.472108840942383,14.869891166687012,15.322083473205566,15.188583910004052,14.962617781218572,0.22596612878547973,1.0,231150158
2020-01-13,15.322260856628418,15.355386734008789,14.991215705871582,15.227272033691406,15.21437600863975,15.051291491390314,0.16308451724943573,1.0,211785744
2020-01-14,15.215287208557129,16.790660858154297,15.194400787353516,16.626121520996094,16.155539880317964,15.578039202233859,0.577500678084105,1.0,299316969
2020-01-15,16.603866577148438,18.096269607543945,16.39442253112793,17.65481185913086,17.155054602517794,16.271881252662816,0.8831733498549781,1.0,380806616
2020-01-16,17.64640235900879,17.66079330444336,16.439847946166992,17.076946258544922,17.102982371992876,16.540645431648503,0.5623369403443732,1.0,260423404
2020-01-17,17.1127986907959,18.361831665039062,17.088930130004883,18.13519859313965,17.79112652475272,17.072703169055377,0.7184233556973432,1.0,347229168
2020-01-18,18.12964630126953,18.31447982788086,17.555156707763672,17.82391929626465,17.81298837248377,17.32327809367965,0.4897102788041181,1.0,257317647
2020-01-19,17.830989837646484,18.437755584716797,16.84107208251953,17.369253158569336,17.51716489628629,17.338610031439188,0.1785548648471007,1.0,266285621
2020-01-20,17.39252471923828,17.55373764038086,16.864423751831055,17.325275421142578,17.389238579487124,17.334163824238388,0.05507475524873584,0.0,245125919
2020-01-21,17.32768440246582,18.146684646606445,17.16921615600586,18.127666473388672,17.88152384213522,17.59871774658616,0.2828060955490592,1.0,295922233
2020-01-22,18.124231338500977,18.35371208190918,17.598785400390625,17.79836082458496,17.82608183043328,17.66527433501849,0.16080749541479022,0.0,237634401
2020-01-23,17.81135368347168,17.817012786865234,16.7874755859375,17.021404266357422,17.289630121043675,17.450631853125273,-0.16100173208159774,0.0,221009513
2020-01-24,17.031307220458984,17.395034790039062,16.48969841003418,17.047409057617188,17.12814941209211,17.316216269907873,-0.1880668578157625,-1.0,213341615
2020-01-25,17.04941177368164,17.109012603759766,16.603246688842773,16.976106643676758,17.026787566481755,17.20284190463137,-0.17605433814961557,-1.0,208315919
2020-01-26,16.973331451416016,17.494525909423828,16.873783111572266,17.43863296508789,17.30135116555262,17.28144099991117,0.019910165641451982,0.0,248646036
2020-01-27,17.443195343017578,17.89511489868164,17.279787063598633,17.691341400146484,17.5613446552819,17.418076871576844,0.14326778370505622,0.0,227584506
2020-01-28,17.683528900146484,18.115135192871094,17.499954223632812,18.115135192871094,17.930538347008046,17.650432371792636,0.2801059752154096,1.0,257579475
2020-01-29,18.06624412536621,18.433631896972656,17.883756637573242,17.912776947021484,17.91869741368367,17.737881247616883,0.18081616606678708,1.0,221674739
2020-01-30,17.92017936706543,18.703235626220703,17.730592727661133,18.590408325195312,18.366504688024765,18.022058422154,0.344446265870765,1.0,264686498
2020-01-31,18.590301513671875,18.840961456298828,17.854555130004883,18.210979461669922,18.2628212037882,18.085032320935888,0.17778888285231176,0.0,245035922
2020-02-01,18.202802658081055,18.570148468017578,18.067001342773438,18.218320846557617,18.23315429896781,18.12946193245631,0.1036923665115026,0.0,238461925
2020-02-02,18.20256233215332,18.769256591796875,17.89708709716797,18.448184967041016,18.37650807768328,18.235703108149828,0.1408049695334519,0.0,256209045
2020-02-03,18.450679779052734,18.787670135498047,18.2275447845459,18.46275520324707,18.434006161392475,18.311387217814307,0.12261894357816772,0.0,227749150
2020-02-04,18.46612548828125,18.595590591430664,17.904842376708984,18.177366256713867,18.262912891606735,18.266713533433993,-0.0038006418272580333,0.0,213533737
2020-02-05,18.19530487060547,19.407155990600586,18.170576095581055,19.215049743652344,18.897670792970473,18.58282574823591,0.31484504473456454,1.0,301486499
2020-02-06,19.22905731201172,20.79269027709961,19.077112197875977,20.59526252746582,20.02939861596737,19.25363821272951,0.7757604032378609,1.0,394704716
2020-02-07,20.583084106445312,22.479801177978516,20.4676513671875,22.062257766723633,21.384638049804877,20.189844921231465,1.1947931285734121,1.0,485529457
2020-02-08,22.057981491088867,22.165306091308594,20.977909088134766,21.782419204711914,21.64982548640957,20.720703087739356,0.9291223986702128,1.0,376067881
2020-02-09,21.757261276245117,24.308561325073242,21.74898910522461,24.308561325073242,23.422316045518684,21.916655941676577,1.5056601038421071,1.0,523664695
2020-02-10,24.342674255371094,25.813199996948242,23.5484561920166,25.21831512451172,24.619648764847373,23.017209068975973,1.6024396958714,1.0,730144278
2020-02-11,25.261606216430664,25.702720642089844,24.195768356323242,25.63740348815918,25.29815191372191,23.89060724380955,1.4075446699123582,1.0,567226060
2020-02-12,25.657011032104492,26.880550384521484,25.419260025024414,26.46676254272461,26.077225666390376,24.749325699791772,1.3278999665986042,1.0,492328618
2020-02-13,26.463499069213867,27.117456436157227,24.75518226623535,25.440099716186523,25.652475032921142,24.979583709370075,0.6728913235510667,1.0,463998187
